u; threshold; nb iterations per decoding; nb decoding; nb good decoding; rate of good decoding; nb bad decoding; (*); (**)
34 ; 600 ; 115 ; 347 ; 186 ; 0.5360230547550432 ; 161 ; 159 ; 2
34 ; 600 ; 135 ; 296 ; 175 ; 0.5912162162162162 ; 121 ; 119 ; 2
34 ; 600 ; 155 ; 258 ; 161 ; 0.624031007751938 ; 97 ; 95 ; 2
34 ; 600 ; 175 ; 228 ; 153 ; 0.6710526315789473 ; 75 ; 73 ; 2
34 ; 600 ; 195 ; 205 ; 147 ; 0.7170731707317073 ; 58 ; 56 ; 2
34 ; 600 ; 215 ; 186 ; 133 ; 0.7150537634408602 ; 53 ; 51 ; 2
34 ; 600 ; 235 ; 170 ; 133 ; 0.7823529411764706 ; 37 ; 35 ; 2
34 ; 600 ; 255 ; 156 ; 123 ; 0.7884615384615384 ; 33 ; 31 ; 2
34 ; 600 ; 275 ; 145 ; 119 ; 0.8206896551724138 ; 26 ; 24 ; 2
34 ; 600 ; 295 ; 135 ; 111 ; 0.8222222222222222 ; 24 ; 22 ; 2
34 ; 600 ; 315 ; 126 ; 110 ; 0.873015873015873 ; 16 ; 14 ; 2
35 ; 540 ; 40 ; 1000 ; 493 ; 0.493 ; 507 ; 487 ; 35
35 ; 540 ; 60 ; 666 ; 413 ; 0.6201201201201201 ; 253 ; 230 ; 35
35 ; 540 ; 80 ; 500 ; 360 ; 0.72 ; 140 ; 113 ; 35
35 ; 540 ; 100 ; 400 ; 315 ; 0.7875 ; 85 ; 55 ; 34
35 ; 540 ; 120 ; 333 ; 264 ; 0.7927927927927928 ; 69 ; 39 ; 34
35 ; 540 ; 140 ; 285 ; 228 ; 0.8 ; 57 ; 26 ; 34
35 ; 540 ; 160 ; 250 ; 204 ; 0.816 ; 46 ; 15 ; 32
35 ; 540 ; 180 ; 222 ; 182 ; 0.8198198198198198 ; 40 ; 9 ; 33
35 ; 540 ; 200 ; 200 ; 160 ; 0.8 ; 40 ; 6 ; 34
35 ; 540 ; 220 ; 181 ; 148 ; 0.8176795580110497 ; 33 ; 1 ; 32
35 ; 540 ; 240 ; 166 ; 136 ; 0.8192771084337349 ; 30 ; 0 ; 30
35 ; 570 ; 40 ; 1000 ; 403 ; 0.403 ; 597 ; 591 ; 7
35 ; 570 ; 60 ; 666 ; 353 ; 0.53003003003003 ; 313 ; 308 ; 7
35 ; 570 ; 80 ; 500 ; 322 ; 0.644 ; 178 ; 171 ; 7
35 ; 570 ; 100 ; 400 ; 290 ; 0.725 ; 110 ; 103 ; 7
35 ; 570 ; 120 ; 333 ; 252 ; 0.7567567567567568 ; 81 ; 74 ; 7
35 ; 570 ; 140 ; 285 ; 228 ; 0.8 ; 57 ; 50 ; 7
35 ; 570 ; 160 ; 250 ; 210 ; 0.84 ; 40 ; 33 ; 7
35 ; 570 ; 180 ; 222 ; 195 ; 0.8783783783783784 ; 27 ; 20 ; 7
35 ; 570 ; 200 ; 200 ; 178 ; 0.89 ; 22 ; 15 ; 7
35 ; 570 ; 220 ; 181 ; 167 ; 0.9226519337016574 ; 14 ; 7 ; 7
35 ; 570 ; 240 ; 166 ; 153 ; 0.9216867469879518 ; 13 ; 6 ; 7
35 ; 600 ; 40 ; 1000 ; 289 ; 0.289 ; 711 ; 709 ; 2
35 ; 600 ; 60 ; 666 ; 268 ; 0.4024024024024024 ; 398 ; 398 ; 2
35 ; 600 ; 80 ; 500 ; 249 ; 0.498 ; 251 ; 249 ; 2
35 ; 600 ; 100 ; 400 ; 232 ; 0.58 ; 168 ; 166 ; 2
35 ; 600 ; 120 ; 333 ; 209 ; 0.6276276276276276 ; 124 ; 122 ; 2
35 ; 600 ; 140 ; 285 ; 193 ; 0.6771929824561403 ; 92 ; 90 ; 2
35 ; 600 ; 160 ; 250 ; 183 ; 0.732 ; 67 ; 65 ; 2
35 ; 600 ; 180 ; 222 ; 173 ; 0.7792792792792793 ; 49 ; 47 ; 2
35 ; 600 ; 200 ; 200 ; 161 ; 0.805 ; 39 ; 37 ; 2
35 ; 600 ; 220 ; 181 ; 152 ; 0.8397790055248618 ; 29 ; 27 ; 2
35 ; 600 ; 240 ; 166 ; 143 ; 0.8614457831325302 ; 23 ; 21 ; 2
36 ; 540 ; 18 ; 2222 ; 676 ; 0.30423042304230424 ; 1546 ; 1537 ; 35
36 ; 540 ; 38 ; 1052 ; 553 ; 0.5256653992395437 ; 499 ; 481 ; 35
36 ; 540 ; 58 ; 689 ; 463 ; 0.6719883889695211 ; 226 ; 203 ; 35
36 ; 540 ; 78 ; 512 ; 386 ; 0.75390625 ; 126 ; 99 ; 35
36 ; 540 ; 98 ; 408 ; 326 ; 0.7990196078431373 ; 82 ; 53 ; 35
36 ; 540 ; 118 ; 338 ; 278 ; 0.8224852071005917 ; 60 ; 27 ; 35
36 ; 540 ; 138 ; 289 ; 234 ; 0.8096885813148789 ; 55 ; 22 ; 35
36 ; 540 ; 158 ; 253 ; 205 ; 0.8102766798418972 ; 48 ; 13 ; 35
36 ; 540 ; 178 ; 224 ; 185 ; 0.8258928571428571 ; 39 ; 6 ; 33
36 ; 540 ; 198 ; 202 ; 166 ; 0.8217821782178217 ; 36 ; 4 ; 32
36 ; 540 ; 218 ; 183 ; 150 ; 0.819672131147541 ; 33 ; 2 ; 31
36 ; 570 ; 18 ; 2222 ; 464 ; 0.20882088208820881 ; 1758 ; 1756 ; 7
36 ; 570 ; 38 ; 1052 ; 413 ; 0.3925855513307985 ; 639 ; 635 ; 7
36 ; 570 ; 58 ; 689 ; 353 ; 0.5123367198838897 ; 336 ; 330 ; 7
36 ; 570 ; 78 ; 512 ; 326 ; 0.63671875 ; 186 ; 181 ; 7
36 ; 570 ; 98 ; 408 ; 289 ; 0.7083333333333334 ; 119 ; 114 ; 7
36 ; 570 ; 118 ; 338 ; 262 ; 0.7751479289940828 ; 76 ; 71 ; 7
36 ; 570 ; 138 ; 289 ; 231 ; 0.7993079584775087 ; 58 ; 52 ; 7
36 ; 570 ; 158 ; 253 ; 208 ; 0.8221343873517787 ; 45 ; 39 ; 7
36 ; 570 ; 178 ; 224 ; 193 ; 0.8616071428571429 ; 31 ; 25 ; 7
36 ; 570 ; 198 ; 202 ; 175 ; 0.8663366336633663 ; 27 ; 20 ; 7
36 ; 570 ; 218 ; 183 ; 164 ; 0.8961748633879781 ; 19 ; 13 ; 7
36 ; 600 ; 18 ; 2222 ; 290 ; 0.13051305130513052 ; 1932 ; 1932 ; 2
36 ; 600 ; 38 ; 1052 ; 266 ; 0.25285171102661597 ; 786 ; 784 ; 2
36 ; 600 ; 58 ; 689 ; 246 ; 0.3570391872278665 ; 443 ; 441 ; 2
36 ; 600 ; 78 ; 512 ; 236 ; 0.4609375 ; 276 ; 275 ; 2
36 ; 600 ; 98 ; 408 ; 215 ; 0.5269607843137255 ; 193 ; 191 ; 2
36 ; 600 ; 118 ; 338 ; 199 ; 0.5887573964497042 ; 139 ; 137 ; 2
36 ; 600 ; 138 ; 289 ; 186 ; 0.643598615916955 ; 103 ; 101 ; 2
36 ; 600 ; 158 ; 253 ; 176 ; 0.6956521739130435 ; 77 ; 75 ; 2
36 ; 600 ; 178 ; 224 ; 166 ; 0.7410714285714286 ; 58 ; 56 ; 2
36 ; 600 ; 198 ; 202 ; 157 ; 0.7772277227722773 ; 45 ; 43 ; 2
36 ; 600 ; 218 ; 183 ; 140 ; 0.7650273224043715 ; 43 ; 41 ; 2
