u; threshold; nb iterations per decoding; nb decoding; nb good decoding; rate of good decoding; nb bad decoding; (*); (**)
1213 ; 2860 ; 16 ; 125 ; 98 ; 0.784 ; 27 ; 27 ; 1
1213 ; 2860 ; 36 ; 55 ; 54 ; 0.9818181818181818 ; 1 ; 0 ; 1
1213 ; 2860 ; 56 ; 35 ; 34 ; 0.9714285714285714 ; 1 ; 0 ; 1
1213 ; 2860 ; 76 ; 26 ; 25 ; 0.9615384615384616 ; 1 ; 0 ; 1
1213 ; 2860 ; 96 ; 20 ; 19 ; 0.95 ; 1 ; 0 ; 1
1213 ; 2860 ; 116 ; 17 ; 16 ; 0.9411764705882353 ; 1 ; 0 ; 1
1213 ; 2860 ; 136 ; 14 ; 13 ; 0.9285714285714286 ; 1 ; 0 ; 1
1213 ; 2860 ; 156 ; 12 ; 11 ; 0.9166666666666666 ; 1 ; 0 ; 1
1213 ; 2860 ; 176 ; 11 ; 10 ; 0.9090909090909091 ; 1 ; 0 ; 1
1213 ; 2860 ; 196 ; 10 ; 9 ; 0.9 ; 1 ; 0 ; 1
1213 ; 2860 ; 216 ; 9 ; 8 ; 0.8888888888888888 ; 1 ; 0 ; 1
1214 ; 2800 ; 12 ; 166 ; 132 ; 0.7951807228915663 ; 34 ; 33 ; 2
1214 ; 2800 ; 32 ; 62 ; 60 ; 0.967741935483871 ; 2 ; 0 ; 2
1214 ; 2800 ; 52 ; 38 ; 37 ; 0.9736842105263158 ; 1 ; 0 ; 1
1214 ; 2800 ; 72 ; 27 ; 26 ; 0.9629629629629629 ; 1 ; 0 ; 1
1214 ; 2800 ; 92 ; 21 ; 20 ; 0.9523809523809523 ; 1 ; 0 ; 1
1214 ; 2800 ; 112 ; 17 ; 16 ; 0.9411764705882353 ; 1 ; 0 ; 1
1214 ; 2800 ; 132 ; 15 ; 13 ; 0.8666666666666667 ; 2 ; 0 ; 2
1214 ; 2800 ; 152 ; 13 ; 12 ; 0.9230769230769231 ; 1 ; 0 ; 1
1214 ; 2800 ; 172 ; 11 ; 10 ; 0.9090909090909091 ; 1 ; 0 ; 1
1214 ; 2800 ; 192 ; 10 ; 8 ; 0.8 ; 2 ; 0 ; 2
1214 ; 2800 ; 212 ; 9 ; 8 ; 0.8888888888888888 ; 1 ; 0 ; 1
1214 ; 2820 ; 12 ; 166 ; 132 ; 0.7951807228915663 ; 34 ; 33 ; 2
1214 ; 2820 ; 32 ; 62 ; 60 ; 0.967741935483871 ; 2 ; 0 ; 2
1214 ; 2820 ; 52 ; 38 ; 37 ; 0.9736842105263158 ; 1 ; 0 ; 1
1214 ; 2820 ; 72 ; 27 ; 26 ; 0.9629629629629629 ; 1 ; 0 ; 1
1214 ; 2820 ; 92 ; 21 ; 20 ; 0.9523809523809523 ; 1 ; 0 ; 1
1214 ; 2820 ; 112 ; 17 ; 16 ; 0.9411764705882353 ; 1 ; 0 ; 1
1214 ; 2820 ; 132 ; 15 ; 13 ; 0.8666666666666667 ; 2 ; 0 ; 2
1214 ; 2820 ; 152 ; 13 ; 12 ; 0.9230769230769231 ; 1 ; 0 ; 1
1214 ; 2820 ; 172 ; 11 ; 10 ; 0.9090909090909091 ; 1 ; 0 ; 1
1214 ; 2820 ; 192 ; 10 ; 8 ; 0.8 ; 2 ; 0 ; 2
1214 ; 2820 ; 212 ; 9 ; 8 ; 0.8888888888888888 ; 1 ; 0 ; 1
1214 ; 2840 ; 12 ; 166 ; 133 ; 0.8012048192771084 ; 33 ; 33 ; 1
1214 ; 2840 ; 32 ; 62 ; 61 ; 0.9838709677419355 ; 1 ; 0 ; 1
1214 ; 2840 ; 52 ; 38 ; 37 ; 0.9736842105263158 ; 1 ; 0 ; 1
1214 ; 2840 ; 72 ; 27 ; 26 ; 0.9629629629629629 ; 1 ; 0 ; 1
1214 ; 2840 ; 92 ; 21 ; 20 ; 0.9523809523809523 ; 1 ; 0 ; 1
1214 ; 2840 ; 112 ; 17 ; 16 ; 0.9411764705882353 ; 1 ; 0 ; 1
1214 ; 2840 ; 132 ; 15 ; 14 ; 0.9333333333333333 ; 1 ; 0 ; 1
1214 ; 2840 ; 152 ; 13 ; 12 ; 0.9230769230769231 ; 1 ; 0 ; 1
1214 ; 2840 ; 172 ; 11 ; 10 ; 0.9090909090909091 ; 1 ; 0 ; 1
1214 ; 2840 ; 192 ; 10 ; 9 ; 0.9 ; 1 ; 0 ; 1
1214 ; 2840 ; 212 ; 9 ; 8 ; 0.8888888888888888 ; 1 ; 0 ; 1
1214 ; 2860 ; 12 ; 166 ; 131 ; 0.7891566265060241 ; 35 ; 35 ; 1
1214 ; 2860 ; 32 ; 62 ; 61 ; 0.9838709677419355 ; 1 ; 0 ; 1
1214 ; 2860 ; 52 ; 38 ; 37 ; 0.9736842105263158 ; 1 ; 0 ; 1
1214 ; 2860 ; 72 ; 27 ; 26 ; 0.9629629629629629 ; 1 ; 0 ; 1
1214 ; 2860 ; 92 ; 21 ; 20 ; 0.9523809523809523 ; 1 ; 0 ; 1
1214 ; 2860 ; 112 ; 17 ; 16 ; 0.9411764705882353 ; 1 ; 0 ; 1
1214 ; 2860 ; 132 ; 15 ; 14 ; 0.9333333333333333 ; 1 ; 0 ; 1
1214 ; 2860 ; 152 ; 13 ; 12 ; 0.9230769230769231 ; 1 ; 0 ; 1
1214 ; 2860 ; 172 ; 11 ; 10 ; 0.9090909090909091 ; 1 ; 0 ; 1
1214 ; 2860 ; 192 ; 10 ; 9 ; 0.9 ; 1 ; 0 ; 1
1214 ; 2860 ; 212 ; 9 ; 8 ; 0.8888888888888888 ; 1 ; 0 ; 1
1215 ; 2800 ; 11 ; 181 ; 141 ; 0.7790055248618785 ; 40 ; 39 ; 2
1215 ; 2800 ; 31 ; 64 ; 61 ; 0.953125 ; 3 ; 1 ; 2
1215 ; 2800 ; 51 ; 39 ; 37 ; 0.9487179487179487 ; 2 ; 0 ; 2
1215 ; 2800 ; 71 ; 28 ; 27 ; 0.9642857142857143 ; 1 ; 0 ; 1
1215 ; 2800 ; 91 ; 21 ; 20 ; 0.9523809523809523 ; 1 ; 0 ; 1
1215 ; 2800 ; 111 ; 18 ; 17 ; 0.9444444444444444 ; 1 ; 0 ; 1
1215 ; 2800 ; 131 ; 15 ; 13 ; 0.8666666666666667 ; 2 ; 0 ; 2
1215 ; 2800 ; 151 ; 13 ; 12 ; 0.9230769230769231 ; 1 ; 0 ; 1
1215 ; 2800 ; 171 ; 11 ; 10 ; 0.9090909090909091 ; 1 ; 0 ; 1
1215 ; 2800 ; 191 ; 10 ; 8 ; 0.8 ; 2 ; 0 ; 2
1215 ; 2800 ; 211 ; 9 ; 8 ; 0.8888888888888888 ; 1 ; 0 ; 1
1215 ; 2820 ; 11 ; 181 ; 140 ; 0.7734806629834254 ; 41 ; 40 ; 2
1215 ; 2820 ; 31 ; 64 ; 60 ; 0.9375 ; 4 ; 2 ; 2
1215 ; 2820 ; 51 ; 39 ; 37 ; 0.9487179487179487 ; 2 ; 0 ; 2
1215 ; 2820 ; 71 ; 28 ; 27 ; 0.9642857142857143 ; 1 ; 0 ; 1
1215 ; 2820 ; 91 ; 21 ; 20 ; 0.9523809523809523 ; 1 ; 0 ; 1
1215 ; 2820 ; 111 ; 18 ; 17 ; 0.9444444444444444 ; 1 ; 0 ; 1
1215 ; 2820 ; 131 ; 15 ; 13 ; 0.8666666666666667 ; 2 ; 0 ; 2
1215 ; 2820 ; 151 ; 13 ; 12 ; 0.9230769230769231 ; 1 ; 0 ; 1
1215 ; 2820 ; 171 ; 11 ; 10 ; 0.9090909090909091 ; 1 ; 0 ; 1
1215 ; 2820 ; 191 ; 10 ; 8 ; 0.8 ; 2 ; 0 ; 2
1215 ; 2820 ; 211 ; 9 ; 8 ; 0.8888888888888888 ; 1 ; 0 ; 1
1215 ; 2840 ; 11 ; 181 ; 138 ; 0.7624309392265194 ; 43 ; 42 ; 1
1215 ; 2840 ; 31 ; 64 ; 60 ; 0.9375 ; 4 ; 3 ; 1
1215 ; 2840 ; 51 ; 39 ; 38 ; 0.9743589743589743 ; 1 ; 0 ; 1
1215 ; 2840 ; 71 ; 28 ; 27 ; 0.9642857142857143 ; 1 ; 0 ; 1
1215 ; 2840 ; 91 ; 21 ; 20 ; 0.9523809523809523 ; 1 ; 0 ; 1
1215 ; 2840 ; 111 ; 18 ; 17 ; 0.9444444444444444 ; 1 ; 0 ; 1
1215 ; 2840 ; 131 ; 15 ; 14 ; 0.9333333333333333 ; 1 ; 0 ; 1
1215 ; 2840 ; 151 ; 13 ; 12 ; 0.9230769230769231 ; 1 ; 0 ; 1
1215 ; 2840 ; 171 ; 11 ; 10 ; 0.9090909090909091 ; 1 ; 0 ; 1
1215 ; 2840 ; 191 ; 10 ; 9 ; 0.9 ; 1 ; 0 ; 1
1215 ; 2840 ; 211 ; 9 ; 8 ; 0.8888888888888888 ; 1 ; 0 ; 1
1215 ; 2860 ; 11 ; 181 ; 137 ; 0.7569060773480663 ; 44 ; 43 ; 1
1215 ; 2860 ; 31 ; 64 ; 60 ; 0.9375 ; 4 ; 3 ; 1
1215 ; 2860 ; 51 ; 39 ; 38 ; 0.9743589743589743 ; 1 ; 0 ; 1
1215 ; 2860 ; 71 ; 28 ; 27 ; 0.9642857142857143 ; 1 ; 0 ; 1
1215 ; 2860 ; 91 ; 21 ; 20 ; 0.9523809523809523 ; 1 ; 0 ; 1
1215 ; 2860 ; 111 ; 18 ; 17 ; 0.9444444444444444 ; 1 ; 0 ; 1
1215 ; 2860 ; 131 ; 15 ; 14 ; 0.9333333333333333 ; 1 ; 0 ; 1
1215 ; 2860 ; 151 ; 13 ; 12 ; 0.9230769230769231 ; 1 ; 0 ; 1
1215 ; 2860 ; 171 ; 11 ; 10 ; 0.9090909090909091 ; 1 ; 0 ; 1
1215 ; 2860 ; 191 ; 10 ; 9 ; 0.9 ; 1 ; 0 ; 1
1215 ; 2860 ; 211 ; 9 ; 8 ; 0.8888888888888888 ; 1 ; 0 ; 1
