u; threshold; nb iterations per decoding; nb decoding; nb good decoding; rate of good decoding; nb bad decoding; (*); (**)
103 ; 1000 ; 844 ; 189 ; 125 ; 0.6613756613756614 ; 64 ; 64 ; 0
103 ; 1000 ; 864 ; 185 ; 122 ; 0.6594594594594595 ; 63 ; 63 ; 0
103 ; 1000 ; 884 ; 180 ; 125 ; 0.6944444444444444 ; 55 ; 55 ; 0
103 ; 1000 ; 904 ; 176 ; 121 ; 0.6875 ; 55 ; 55 ; 0
103 ; 1000 ; 924 ; 173 ; 123 ; 0.7109826589595376 ; 50 ; 50 ; 0
103 ; 1000 ; 944 ; 169 ; 115 ; 0.6804733727810651 ; 54 ; 54 ; 0
103 ; 1000 ; 964 ; 165 ; 120 ; 0.7272727272727273 ; 45 ; 45 ; 0
103 ; 1000 ; 984 ; 162 ; 117 ; 0.7222222222222222 ; 45 ; 45 ; 0
104 ; 900 ; 212 ; 754 ; 580 ; 0.7692307692307693 ; 174 ; 173 ; 1
104 ; 900 ; 232 ; 689 ; 539 ; 0.7822931785195936 ; 150 ; 149 ; 1
104 ; 900 ; 252 ; 634 ; 515 ; 0.8123028391167192 ; 119 ; 118 ; 1
104 ; 900 ; 272 ; 588 ; 489 ; 0.8316326530612245 ; 99 ; 98 ; 1
104 ; 900 ; 292 ; 547 ; 470 ; 0.8592321755027422 ; 77 ; 76 ; 1
104 ; 900 ; 312 ; 512 ; 453 ; 0.884765625 ; 59 ; 58 ; 1
104 ; 900 ; 332 ; 481 ; 430 ; 0.893970893970894 ; 51 ; 50 ; 1
104 ; 900 ; 352 ; 454 ; 412 ; 0.9074889867841409 ; 42 ; 41 ; 1
104 ; 900 ; 372 ; 430 ; 395 ; 0.9186046511627907 ; 35 ; 34 ; 1
104 ; 900 ; 392 ; 408 ; 377 ; 0.9240196078431373 ; 31 ; 30 ; 1
104 ; 900 ; 412 ; 388 ; 362 ; 0.9329896907216495 ; 26 ; 25 ; 1
104 ; 950 ; 212 ; 754 ; 529 ; 0.7015915119363395 ; 225 ; 225 ; 0
104 ; 950 ; 232 ; 689 ; 493 ; 0.7155297532656023 ; 196 ; 196 ; 0
104 ; 950 ; 252 ; 634 ; 481 ; 0.7586750788643533 ; 153 ; 153 ; 0
104 ; 950 ; 272 ; 588 ; 459 ; 0.7806122448979592 ; 129 ; 129 ; 0
104 ; 950 ; 292 ; 547 ; 440 ; 0.8043875685557587 ; 107 ; 107 ; 0
104 ; 950 ; 312 ; 512 ; 427 ; 0.833984375 ; 85 ; 85 ; 0
104 ; 950 ; 332 ; 481 ; 409 ; 0.8503118503118503 ; 72 ; 72 ; 0
104 ; 950 ; 352 ; 454 ; 396 ; 0.8722466960352423 ; 58 ; 58 ; 0
104 ; 950 ; 372 ; 430 ; 377 ; 0.8767441860465116 ; 53 ; 53 ; 0
104 ; 950 ; 392 ; 408 ; 366 ; 0.8970588235294118 ; 42 ; 42 ; 0
104 ; 950 ; 412 ; 388 ; 347 ; 0.8943298969072165 ; 41 ; 41 ; 0
104 ; 1000 ; 212 ; 754 ; 464 ; 0.6153846153846154 ; 290 ; 290 ; 0
104 ; 1000 ; 232 ; 689 ; 436 ; 0.6328011611030478 ; 253 ; 253 ; 0
104 ; 1000 ; 252 ; 634 ; 423 ; 0.667192429022082 ; 211 ; 211 ; 0
104 ; 1000 ; 272 ; 588 ; 404 ; 0.6870748299319728 ; 184 ; 184 ; 0
104 ; 1000 ; 292 ; 547 ; 397 ; 0.7257769652650823 ; 150 ; 150 ; 0
104 ; 1000 ; 312 ; 512 ; 380 ; 0.7421875 ; 132 ; 132 ; 0
104 ; 1000 ; 332 ; 481 ; 371 ; 0.7713097713097713 ; 110 ; 110 ; 0
104 ; 1000 ; 352 ; 454 ; 366 ; 0.8061674008810573 ; 88 ; 88 ; 0
104 ; 1000 ; 372 ; 430 ; 349 ; 0.8116279069767441 ; 81 ; 81 ; 0
104 ; 1000 ; 392 ; 408 ; 338 ; 0.8284313725490197 ; 70 ; 70 ; 0
104 ; 1000 ; 412 ; 388 ; 321 ; 0.8273195876288659 ; 67 ; 67 ; 0
105 ; 900 ; 72 ; 2222 ; 1497 ; 0.6737173717371737 ; 725 ; 724 ; 1
105 ; 900 ; 92 ; 1739 ; 1325 ; 0.7619321449108684 ; 414 ; 413 ; 1
105 ; 900 ; 112 ; 1428 ; 1175 ; 0.822829131652661 ; 253 ; 252 ; 1
105 ; 900 ; 132 ; 1212 ; 1056 ; 0.8712871287128713 ; 156 ; 155 ; 1
105 ; 900 ; 152 ; 1052 ; 963 ; 0.9153992395437263 ; 89 ; 88 ; 1
105 ; 900 ; 172 ; 930 ; 864 ; 0.9290322580645162 ; 66 ; 65 ; 1
105 ; 900 ; 192 ; 833 ; 789 ; 0.9471788715486195 ; 44 ; 43 ; 1
105 ; 900 ; 212 ; 754 ; 725 ; 0.9615384615384616 ; 29 ; 28 ; 1
105 ; 900 ; 232 ; 689 ; 669 ; 0.9709724238026125 ; 20 ; 19 ; 1
105 ; 900 ; 252 ; 634 ; 620 ; 0.9779179810725552 ; 14 ; 13 ; 1
105 ; 900 ; 272 ; 588 ; 581 ; 0.9880952380952381 ; 7 ; 6 ; 1
105 ; 950 ; 72 ; 2222 ; 1286 ; 0.5787578757875788 ; 936 ; 936 ; 0
105 ; 950 ; 92 ; 1739 ; 1168 ; 0.6716503737780334 ; 571 ; 571 ; 0
105 ; 950 ; 112 ; 1428 ; 1057 ; 0.7401960784313726 ; 371 ; 371 ; 0
105 ; 950 ; 132 ; 1212 ; 974 ; 0.8036303630363036 ; 238 ; 238 ; 0
105 ; 950 ; 152 ; 1052 ; 894 ; 0.8498098859315589 ; 158 ; 158 ; 0
105 ; 950 ; 172 ; 930 ; 818 ; 0.8795698924731182 ; 112 ; 112 ; 0
105 ; 950 ; 192 ; 833 ; 746 ; 0.8955582232893158 ; 87 ; 87 ; 0
105 ; 950 ; 212 ; 754 ; 699 ; 0.9270557029177718 ; 55 ; 55 ; 0
105 ; 950 ; 232 ; 689 ; 645 ; 0.9361393323657474 ; 44 ; 44 ; 0
105 ; 950 ; 252 ; 634 ; 604 ; 0.9526813880126183 ; 30 ; 30 ; 0
105 ; 950 ; 272 ; 588 ; 569 ; 0.967687074829932 ; 19 ; 19 ; 0
105 ; 1000 ; 72 ; 2222 ; 1011 ; 0.454995499549955 ; 1211 ; 1211 ; 0
105 ; 1000 ; 92 ; 1739 ; 956 ; 0.5497412305922944 ; 783 ; 783 ; 0
105 ; 1000 ; 112 ; 1428 ; 876 ; 0.6134453781512605 ; 552 ; 552 ; 0
105 ; 1000 ; 132 ; 1212 ; 822 ; 0.6782178217821783 ; 390 ; 390 ; 0
105 ; 1000 ; 152 ; 1052 ; 777 ; 0.7385931558935361 ; 275 ; 275 ; 0
105 ; 1000 ; 172 ; 930 ; 719 ; 0.7731182795698924 ; 211 ; 211 ; 0
105 ; 1000 ; 192 ; 833 ; 668 ; 0.801920768307323 ; 165 ; 165 ; 0
105 ; 1000 ; 212 ; 754 ; 639 ; 0.8474801061007957 ; 115 ; 115 ; 0
105 ; 1000 ; 232 ; 689 ; 600 ; 0.8708272859216255 ; 89 ; 89 ; 0
105 ; 1000 ; 252 ; 634 ; 566 ; 0.8927444794952681 ; 68 ; 68 ; 0
105 ; 1000 ; 272 ; 588 ; 539 ; 0.9166666666666666 ; 49 ; 49 ; 0
